transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes
T09739,U099,2023-08-15,Expense,Travel,5128.0,Card,Kolkata,
T09740,U011,2023-08-15,Expense,Travel,1434.0,Cash,Mumbai,
T09741,U068,2023-08-15,Expense,Travel,8158.0,Other,Lucknow,
T09742,U069,2023-10-15,Expense,Education,6081.0,UPI,Unknown,
T09743,U123,2023-11-15,Income,Investment,30476.0,Cash,Kolkata,
T09744,U134,2024-02-15,Expense,Others,8969.0,Card,Jaipur,
T09745,U120,2024-02-15,Expense,Food,3434.0,UPI,Bangalore,
T09746,U112,2024-03-15,Expense,Travel,6058.0,UPI,Mumbai,
T09747,U100,2024-03-15,Expense,Food,2158.0,Card,Delhi,
T09748,U066,2024-04-15,Expense,Food,2099.0,Other,Mumbai,
T09749,U004,2024-04-15,Expense,Rent,6684.0,UPI,Kolkata,
T09750,U014,2024-05-15,Expense,Traval,798.0,Other,Pune,
T09751,U147,2024-05-15,Income,Bonus,76472.0,Other,Delhi,
T09752,U104,2024-05-15,Expense,Travel,7761.0,Cash,Bangalore,
T09753,U095,2024-05-15,Expense,Entrtnmnt,1516.0,Other,Ahmedabad,
T09754,U096,2024-07-15,Expense,Health,5749.0,Cash,Pune,
T09755,U092,2024-07-15,Expense,Food,2363.0,UPI,Bangalore,
T09756,U142,2024-08-15,Expense,Traval,1759.0,Cash,Unknown,
T09757,U086,2024-08-15,Expense,Travel,539.0,Cash,Mumbai,
T09758,U106,2024-10-15,Expense,Rent,1564.0,Card,Mumbai,
T09759,U035,2024-10-15,Expense,Rent,7345.0,Other,Unknown,
T09760,U084,2024-10-15,Expense,Entertainment,7219.0,Card,Chennai,
T09761,U143,2024-10-15,Expense,Travel,6332.0,Cash,Hyderabad,
T09762,U131,2024-11-15,Expense,Rent,1612.0,Other,Kolkata,
T09763,U127,2024-12-15,Expense,Food,859.0,Card,Lucknow,
T09764,U009,2021-01-15,Expense,Rent,9707.0,Bank Transfer,Jaipur,
T09765,U002,2021-03-15,Expense,Food,667.0,Bank Transfer,Kolkata,
T09766,U050,2021-03-15,Expense,Utilities,5240.0,UPI,Jaipur,
T09767,U065,2021-04-15,Expense,Utilities,4262.0,UPI,Ahmedabad,
T09768,U150,2021-05-15,Expense,Food,2878.0,Bank Transfer,Chennai,
T09769,U117,2021-05-15,Expense,Rent,9502.0,Card,Unknown,
T09770,U108,2021-07-15,Expense,Savings,1945.0,UPI,Mumbai,
T09771,U063,2021-08-15,Expense,Traval,230.0,UPI,Unknown,
T09772,U064,2021-08-15,Expense,Savings,2114.0,Cash,Mumbai,
T09773,U046,2021-09-15,Expense,Food,2941.0,Other,Kolkata,
T09774,U002,2021-09-15,Expense,Food,423.0,Bank Transfer,Lucknow,
T09775,U024,2021-09-15,Expense,Utilities,6431.0,Cash,Pune,
T09776,U134,2021-10-15,Expense,Traval,5720.0,Card,Ahmedabad,
T09777,U090,2021-10-15,Expense,Travel,9783.0,UPI,Unknown,
T09778,U034,2021-11-15,Expense,Entertainment,895.0,Cash,Ahmedabad,
T09779,U042,2021-11-15,Expense,Food,7161.0,UPI,Bangalore,
T09780,U046,2021-11-15,Expense,Travel,676.0,UPI,Pune,
T09781,U105,2021-12-15,Expense,Travel,8766.0,UPI,Kolkata,
T09782,U015,2021-12-15,Expense,Utilities,4041.0,Card,Delhi,
T09783,U001,2021-12-15,Expense,Rent,999999.0,Bank Transfer,Delhi,
T09784,U066,2022-01-15,Income,Freelance,61649.0,UPI,Delhi,
T09785,U104,2022-01-15,Expense,Rent,5796.0,UPI,Pune,
T09786,U090,2022-01-15,Expense,Entrtnmnt,9225.0,Card,Kolkata,
T09787,U084,2022-02-15,Expense,Education,6883.0,Bank Transfer,Hyderabad,
T09788,U044,2022-03-15,Expense,Traval,4115.0,Cash,Delhi,
T09789,U104,2022-04-15,Expense,Food,3567.0,Bank Transfer,Chennai,
T09790,U068,2022-04-15,Expense,Rent,5590.0,UPI,Jaipur,
T09791,U086,2022-05-15,Expense,Rent,27792.0,Bank Transfer,Pune,
T09792,U056,2022-05-15,Expense,Food,2018.0,Cash,Jaipur,
T09793,U112,2022-05-15,Expense,Rent,8457.0,UPI,Unknown,
T09794,U127,2022-06-15,Expense,Food,6492.0,Cash,Mumbai,
T09795,U091,2022-06-15,Expense,Utilities,9837.0,Other,Kolkata,
T09796,U099,2022-06-15,Expense,Utilities,2746.0,Card,Delhi,
T09797,U114,2022-07-15,Expense,Education,9846.0,Cash,Hyderabad,
T09798,U096,2022-07-15,Expense,Health,2352.0,Other,Jaipur,
T09799,U027,2022-08-15,Expense,Education,4689.0,Cash,Hyderabad,
T09800,U092,2022-11-15,Income,Investment,45145.0,Card,Delhi,
T09801,U102,2022-11-15,Expense,Entertainment,2512.0,Other,Jaipur,
T09802,U100,2023-01-15,Expense,Travel,5528.0,Cash,Hyderabad,
T09803,U059,2023-01-15,Expense,Food,5104.0,Cash,Bangalore,
T09804,U019,2023-01-15,Income,Investment,12377.0,UPI,Ahmedabad,
T09805,U104,2023-01-15,Expense,Foodd,2370.0,UPI,Mumbai,
T09806,U059,2023-01-15,Expense,Health,4696.0,Card,Bangalore,
T09807,U100,2023-01-15,Expense,Other,6876.0,Bank Transfer,Ahmedabad,
T09808,U007,2023-02-15,Expense,Education,4443.0,UPI,Hyderabad,
T09809,U042,2023-03-15,Expense,Entertainment,3334.0,Card,Kolkata,
T09810,U016,2023-03-15,Expense,Food,8973.0,Card,Mumbai,
T09811,U071,2023-04-15,Expense,Rent,1568.0,Cash,Ahmedabad,
T09812,U041,2023-05-15,Income,Bonus,25785.0,Cash,Delhi,
T09813,U111,2023-05-15,Expense,Food,116.0,Card,Bangalore,
T09814,U129,2023-07-15,Expense,Travel,1537.0,Cash,Hyderabad,
T09815,U116,2023-07-15,Income,Bonus,42662.0,Other,Kolkata,
T09816,U124,2023-07-15,Expense,Health,3428.0,Card,Bangalore,
T09817,U056,2023-08-15,Expense,Food,1450.0,Card,Hyderabad,
T09818,U072,2023-08-15,Expense,Food,1248.0,UPI,Bangalore,
T09819,U031,2023-08-15,Expense,Utilities,1932.0,UPI,Ahmedabad,
T09820,U013,2023-08-15,Expense,Rent,15504.0,Other,Bangalore,
T09821,U074,2023-10-15,Expense,Rent,47711.0,UPI,Bangalore,
T09822,U090,2023-10-15,Expense,Entertainment,8040.0,UPI,Delhi,
T09823,U084,2023-11-15,Expense,Health,2464.0,UPI,Mumbai,
T09824,U137,2023-11-15,Expense,Entertainment,8880.0,Cash,Delhi,
T09825,U081,2023-12-15,Expense,Entertainment,4961.0,Card,Hyderabad,
T09826,U065,2023-12-15,Income,Bonus,62765.0,Other,Jaipur,
T09827,U003,2023-12-15,Expense,Education,2890.0,Cash,Lucknow,
T09828,U075,2023-12-15,Expense,Food,8612.0,Cash,Unknown,
T09829,U122,2023-12-15,Expense,Education,5808.0,Cash,Jaipur,
T09830,U117,2023-12-15,Expense,Rent,35255.0,Card,Pune,
T09831,U035,2024-03-15,Expense,Education,507.0,Other,Bangalore,
T09832,U014,2024-04-15,Income,Others,593515.0,Other,Delhi,
T09833,U077,2024-05-15,Expense,Entrtnmnt,898.0,Card,Delhi,
T09834,U076,2024-05-15,Expense,Foodd,4147.0,UPI,Chennai,
T09835,U015,2024-05-15,Expense,Rent,46284.0,UPI,Ahmedabad,
T09836,U104,2024-06-15,Expense,Food,4058.0,Card,Lucknow,
T09837,U099,2024-06-15,Expense,Food,1833.0,Bank Transfer,Lucknow,
T09838,U021,2024-07-15,Expense,Food,853.0,Other,Pune,
T09839,U081,2024-07-15,Expense,Other,7695.0,UPI,Unknown,
T09840,U001,2024-07-15,Expense,Other,9251.0,UPI,Lucknow,
T09841,U029,2024-07-15,Expense,Food,3546.0,UPI,Mumbai,
T09842,U140,2024-08-15,Income,Freelance,23898.0,Card,Ahmedabad,
T09843,U046,2024-08-15,Expense,Rent,7510.0,Card,Hyderabad,
T09844,U110,2024-08-15,Expense,Utilities,999999.0,UPI,Ahmedabad,
T09845,U113,2024-08-15,Expense,Food,8697.0,Card,Unknown,
T09846,U064,2024-09-15,Expense,Food,9231.0,UPI,Pune,
T09847,U056,2024-09-15,Expense,Education,1571.0,Card,Lucknow,
T09848,U146,2024-10-15,Expense,Travel,3941.0,UPI,Kolkata,
T09849,U125,2024-10-15,Income,Others,45360.0,Card,Jaipur,
T09850,U078,2024-12-15,Expense,Food,500.0,Bank Transfer,Kolkata,
T09851,U047,2021-01-15,Expense,Entertainment,999999.0,Cash,Unknown,
T09852,U028,2021-01-15,Expense,Savings,8747.0,Other,Chennai,
T09853,U037,2021-02-15,Expense,Rent,13715.0,Cash,Unknown,
T09854,U118,2021-03-15,Expense,Education,3471.0,Cash,Kolkata,
T09855,U036,2021-04-15,Expense,Travel,1226.0,UPI,Ahmedabad,
T09856,U095,2021-05-15,Expense,Education,9054.0,Card,Pune,
T09857,U062,2021-05-15,Expense,Utilities,2613.0,Cash,Hyderabad,
T09858,U070,2021-05-15,Expense,Traval,4747.0,Card,Chennai,
T09859,U149,2021-05-15,Expense,Food,1785.0,Card,Bangalore,
T09860,U069,2021-06-15,Expense,Food,1320.0,Card,Kolkata,
T09861,U108,2021-06-15,Expense,Utilities,3012.0,UPI,Hyderabad,
T09862,U052,2021-06-15,Expense,Rent,5681.0,Other,Kolkata,
T09863,U102,2021-06-15,Income,Salary,27406.0,Cash,Delhi,
T09864,U002,2021-07-15,Income,Bonus,222939.0,Bank Transfer,Delhi,
T09865,U013,2021-08-15,Expense,Others,2278.0,UPI,Hyderabad,
T09866,U062,2021-09-15,Expense,Utilities,5535.0,Cash,Unknown,
T09867,U138,2021-10-15,Expense,Food,6805.0,Card,Unknown,
T09868,U100,2021-10-15,Expense,Rent,21432.0,Card,Kolkata,
T09869,U055,2021-10-15,Expense,Education,8679.0,Cash,Mumbai,
T09870,U114,2021-10-15,Expense,Rent,45676.0,UPI,Lucknow,
T09871,U067,2021-11-15,Income,Investment,13016.0,Card,Kolkata,
T09872,U077,2021-12-15,Expense,Travel,367.0,Other,Delhi,
T09873,U054,2022-01-15,Expense,Utilities,361.0,UPI,Hyderabad,
T09874,U017,2022-01-15,Expense,Travel,5655.0,Other,Hyderabad,
T09875,U139,2022-01-15,Expense,Utilities,7447.0,Cash,Bangalore,
T09876,U059,2022-01-15,Expense,Food,4352.0,Bank Transfer,Jaipur,
T09877,U090,2022-02-15,Expense,Rent,47473.0,Bank Transfer,Hyderabad,
T09878,U023,2022-02-15,Income,Bonus,70943.0,UPI,Delhi,
T09879,U120,2022-03-15,Expense,Food,889.0,Bank Transfer,Bangalore,
T09880,U054,2022-03-15,Expense,Rent,33767.0,Other,Lucknow,
T09881,U126,2022-03-15,Expense,Education,6459.0,UPI,Delhi,
T09882,U054,2022-04-15,Expense,Others,4410.0,Card,Delhi,
T09883,U132,2022-04-15,Expense,Utilities,1850.0,Cash,Bangalore,
T09884,U091,2022-04-15,Expense,Rent,8265.0,UPI,Bangalore,
T09885,U133,2022-04-15,Expense,Utilities,993.0,UPI,Delhi,
T09886,U147,2022-04-15,Expense,Entrtnmnt,865.0,Other,Mumbai,
T09887,U101,2022-05-15,Expense,Education,5036.0,Bank Transfer,Bangalore,
T09888,U067,2022-06-15,Expense,Travel,7470.0,Card,Bangalore,
T09889,U116,2022-07-15,Expense,Travel,1050.0,Cash,Ahmedabad,
T09890,U059,2022-08-15,Expense,Food,432.0,UPI,Mumbai,
T09891,U139,2022-08-15,Expense,Travel,8868.0,Cash,Unknown,
T09892,U070,2022-08-15,Expense,Education,4207.0,Cash,Pune,
T09893,U101,2022-08-15,Expense,Rent,5770.0,Card,Kolkata,
T09894,U033,2022-09-15,Expense,Education,4967.0,Cash,Pune,
T09895,U046,2022-09-15,Expense,Health,8099.0,Card,Ahmedabad,
T09896,U032,2022-10-15,Expense,Food,2495.0,Cash,Kolkata,
T09897,U058,2022-10-15,Expense,Rent,1000.0,Card,Jaipur,
T09898,U116,2022-10-15,Income,Others,25499.0,Cash,Delhi,
T09899,U121,2022-10-15,Expense,Rent,10026.0,UPI,Hyderabad,
T09900,U043,2022-11-15,Expense,Travel,6984.0,Cash,Mumbai,
T09901,U132,2022-11-15,Expense,Food,3527.0,Card,Mumbai,
T09902,U111,2022-12-15,Expense,Rent,1798.0,Bank Transfer,Delhi,
T09903,U064,2022-12-15,Expense,Utilities,339.0,UPI,Mumbai,
T09904,U049,2022-12-15,Expense,Food,4901.0,Cash,Mumbai,
T09905,U001,2022-12-15,Expense,Travel,2419.0,Cash,Hyderabad,
T09906,U049,2022-12-15,Expense,Education,8034.0,Other,Bangalore,
T09907,U096,2022-12-15,Expense,Health,655.0,Bank Transfer,Lucknow,
T09908,U074,2023-02-15,Expense,Education,867.0,Card,Delhi,
T09909,U102,2023-02-15,Expense,Food,9952.0,Other,Lucknow,
T09910,U148,2023-03-15,Income,Freelance,42808.0,Cash,Delhi,
T09911,U103,2023-04-15,Expense,Rent,6756.0,Other,Pune,
T09912,U092,2023-04-15,Expense,Entertainment,7648.0,UPI,Delhi,
T09913,U097,2023-04-15,Expense,Traval,4099.0,Cash,Lucknow,
T09914,U037,2023-05-15,Expense,Food,203.0,Cash,Hyderabad,
T09915,U032,2023-05-15,Expense,Rent,4061.0,Other,Kolkata,
T09916,U110,2023-05-15,Expense,Travel,143.0,Cash,Jaipur,
T09917,U092,2023-06-15,Expense,Utilities,255.0,Cash,Pune,
T09918,U092,2023-06-15,Expense,Utilities,907.0,UPI,Chennai,
T09919,U107,2023-07-15,Expense,Entertainment,8290.0,Bank Transfer,Hyderabad,
T09920,U126,2023-08-15,Expense,Entertainment,3668.0,Cash,Lucknow,
T09921,U002,2023-09-15,Expense,Rent,17432.0,Card,Mumbai,
T09922,U106,2023-10-15,Expense,Traval,7110.0,Card,Pune,
T09923,U069,2023-10-15,Expense,Rent,1387.0,Bank Transfer,Kolkata,
T09924,U060,2023-10-15,Expense,Food,8311.0,UPI,Hyderabad,
T09925,U030,2023-10-15,Income,Others,45535.0,UPI,Mumbai,
T09926,U109,2023-10-15,Expense,Utilities,8262.0,Bank Transfer,Jaipur,
T09927,U108,2023-11-15,Expense,Rent,678.0,UPI,Mumbai,
T09928,U103,2023-11-15,Expense,Rent,21272.0,Cash,Jaipur,
T09929,U130,2023-11-15,Expense,Health,5139.0,UPI,Delhi,
T09930,U015,2023-12-15,Expense,Food,9886.0,Card,Jaipur,
T09931,U091,2024-02-15,Expense,Savings,8714.0,Card,Pune,
T09932,U043,2024-02-15,Income,Freelance,24573.0,UPI,Chennai,
T09933,U119,2024-04-15,Expense,Health,8309.0,Cash,Chennai,
T09934,U062,2024-04-15,Expense,Foodd,2555.0,Cash,Jaipur,
T09935,U148,2024-04-15,Expense,Education,2953.0,Card,Bangalore,
T09936,U117,2024-04-15,Expense,Entertainment,1000.0,Other,Chennai,
T09937,U015,2024-05-15,Expense,Utilities,4416.0,Card,Bangalore,
T09938,U142,2024-05-15,Expense,Food,500.0,Cash,Unknown,
T09939,U062,2024-06-15,Expense,Rent,9895.0,UPI,Pune,
T09940,U044,2024-07-15,Expense,Food,6189.0,UPI,Pune,
T09941,U028,2024-07-15,Expense,Travel,7292.0,Cash,Bangalore,
T09942,U130,2024-07-15,Expense,Rent,23072.0,Card,Chennai,
T09943,U008,2024-07-15,Income,Others,56895.0,UPI,Kolkata,
T09944,U035,2024-08-15,Expense,Rent,5275.0,UPI,Lucknow,
T09945,U079,2024-08-15,Expense,Entertainment,3659.0,Cash,Bangalore,
T09946,U049,2024-10-15,Income,Salary,70904.0,Cash,Hyderabad,
T09947,U001,2024-10-15,Expense,Rent,26918.0,UPI,Delhi,
T09948,U010,2024-10-15,Expense,Rent,32952.0,Other,Pune,
T09949,U050,2024-10-15,Expense,Food,2352.0,Cash,Delhi,
T09950,U100,2024-10-15,Expense,Travel,592.0,UPI,Pune,
T09951,U061,2024-10-15,Expense,Rent,6295.0,Cash,Ahmedabad,
T09952,U048,2024-10-15,Expense,Others,8979.0,Cash,Ahmedabad,
T09953,U056,2024-11-15,Expense,Other,5623.0,Bank Transfer,Unknown,
T09954,U131,2024-11-15,Expense,Rent,21882.0,UPI,Mumbai,
T09955,U136,2024-11-15,Expense,Health,7603.0,Card,Hyderabad,
T09956,U128,2024-11-15,Income,Salary,51165.0,Card,Ahmedabad,
T09957,U056,2021-01-15,Expense,Food,758.0,Cash,Bangalore,
T09958,U062,2021-01-15,Expense,Rent,4008.0,Other,Unknown,
T09959,U121,2021-01-15,Income,Freelance,41522.0,UPI,Ahmedabad,
T09960,U112,2021-01-15,Expense,Rent,45894.0,Other,Mumbai,
T09961,U142,2021-02-15,Expense,Food,3080.0,UPI,Pune,
T09962,U139,2021-03-15,Expense,Savings,3206.0,UPI,Ahmedabad,
T09963,U144,2021-03-15,Expense,Food,9201.0,Cash,Jaipur,
T09964,U136,2021-04-15,Expense,Foodd,1161.0,Cash,Chennai,
T09965,U106,2021-04-15,Expense,Travel,6963.0,Cash,Hyderabad,
T09966,U044,2021-05-15,Expense,Education,8010.0,UPI,Bangalore,
T09967,U087,2021-06-15,Expense,Travel,2424.0,UPI,Pune,
T09968,U050,2021-06-15,Expense,Travel,7135.0,Cash,Lucknow,
T09969,U133,2021-07-15,Expense,Rent,40824.0,UPI,Lucknow,
T09970,U056,2021-07-15,Expense,Food,7080.0,UPI,Lucknow,
T09971,U029,2021-08-15,Expense,Rent,988.0,UPI,Unknown,
T09972,U115,2021-10-15,Expense,Food,8768.0,Card,Mumbai,
T09973,U005,2021-10-15,Expense,Rent,7579.0,Bank Transfer,Bangalore,
T09974,U032,2021-10-15,Expense,Travel,999999.0,Card,Unknown,
T09975,U124,2021-10-15,Expense,Travel,4280.0,Card,Delhi,
T09976,U095,2021-10-15,Expense,Food,576.0,Cash,Jaipur,
T09977,U069,2021-12-15,Expense,Education,9090.0,Other,Ahmedabad,
T09978,U044,2022-01-15,Expense,Travel,3211.0,UPI,Delhi,
T09979,U141,2022-02-15,Expense,Saving,5078.0,Card,Unknown,
T09980,U103,2022-03-15,Expense,Traval,9958.0,Bank Transfer,Delhi,
T09981,U104,2022-03-15,Expense,Travel,9355.0,Other,Kolkata,
T09982,U051,2022-03-15,Expense,Rent,18386.0,Cash,Bangalore,
T09983,U083,2022-03-15,Expense,Food,9817.0,Other,Lucknow,
T09984,U040,2022-03-15,Expense,Food,668.0,Card,Delhi,
T09985,U081,2022-04-15,Expense,Travel,7616.0,Bank Transfer,Kolkata,
T09986,U084,2022-04-15,Income,Salary,65607.0,Cash,Lucknow,
T09987,U120,2022-05-15,Expense,Education,8617.0,UPI,Kolkata,
T09988,U037,2022-05-15,Expense,Food,589.0,UPI,Delhi,
T09989,U122,2022-06-15,Expense,Utilities,4397.0,Card,Bangalore,
T09990,U062,2022-06-15,Expense,Entertainment,8822.0,Bank Transfer,Chennai,
T09991,U084,2022-07-15,Expense,Education,2265.0,UPI,Delhi,
T09992,U002,2022-08-15,Income,Investment,55694.0,Cash,Mumbai,
T09993,U110,2022-10-15,Expense,Education,6158.0,UPI,Ahmedabad,
T09994,U062,2022-11-15,Income,Freelance,60213.0,Bank Transfer,Delhi,
T09995,U078,2022-12-15,Expense,Entertainment,238.0,Cash,Kolkata,
T09996,U147,2023-01-15,Expense,Rent,28899.0,Cash,Unknown,
T09997,U077,2023-02-15,Expense,Education,4159.0,Card,Hyderabad,
T09998,U048,2023-03-15,Expense,Entertainment,6394.0,UPI,Jaipur,
T09999,U076,2023-06-15,Expense,Utilities,7923.0,Other,Ahmedabad,
T10000,U080,2023-06-15,Expense,Entertainment,4530.0,Bank Transfer,Pune,
T10001,U070,2023-07-15,Expense,Travel,2375.0,UPI,Unknown,
T10002,U137,2023-07-15,Expense,Travel,2081.0,Cash,Pune,
T10003,U042,2023-08-15,Expense,Rent,28207.0,Bank Transfer,Unknown,
T10004,U095,2023-09-15,Expense,Travel,1324.0,Cash,Jaipur,
T10005,U136,2023-10-15,Expense,Education,1961.0,Other,Pune,
T10006,U093,2023-10-15,Expense,Rent,9814.0,Cash,Kolkata,
T10007,U006,2023-12-15,Expense,Others,2633.0,UPI,Jaipur,
T10008,U119,2024-01-15,Expense,Traval,3669.0,Cash,Mumbai,
T10009,U075,2024-03-15,Expense,Food,4342.0,Card,Jaipur,
T10010,U134,2024-03-15,Expense,Rent,7678.0,Bank Transfer,Kolkata,
T10011,U077,2024-04-15,Expense,Others,7434.0,UPI,Ahmedabad,
T10012,U138,2024-04-15,Expense,Other,4410.0,Bank Transfer,Ahmedabad,
T10013,U110,2024-04-15,Expense,Food,5918.0,Bank Transfer,Pune,
T10014,U126,2024-06-15,Expense,Utilities,798.0,Cash,Ahmedabad,
T10015,U067,2024-07-15,Expense,Food,3147.0,Card,Unknown,
T10016,U071,2024-07-15,Expense,Food,3318.0,Card,Bangalore,
T10017,U149,2024-08-15,Expense,Education,9352.0,Other,Chennai,
T10018,U104,2024-08-15,Expense,Savings,5183.0,UPI,Hyderabad,
T10019,U053,2024-09-15,Expense,Utilities,8710.0,UPI,Pune,
T10020,U076,2024-10-15,Income,Salary,49315.0,Card,Delhi,
T10021,U081,2024-11-15,Expense,Rent,22043.0,UPI,Hyderabad,
T10022,U032,2021-02-15,Income,Bonus,26509.0,Other,Lucknow,
T10023,U128,2021-02-15,Expense,Food,2220.0,Cash,Delhi,
T10024,U064,2021-02-15,Expense,Foodd,2090.0,Other,Lucknow,
T10025,U009,2021-03-15,Expense,Rent,45642.0,UPI,Chennai,
T10026,U122,2021-04-15,Expense,Traval,2005.0,Card,Chennai,
T10027,U144,2021-04-15,Expense,Food,2686.0,Card,Delhi,
T10028,U025,2021-04-15,Expense,Education,1185.0,Cash,Bangalore,
T10029,U100,2021-07-15,Expense,Rent,2861.0,Card,Hyderabad,
T10030,U047,2021-07-15,Expense,Rent,1016.0,Other,Mumbai,
T10031,U115,2021-07-15,Expense,Utilities,6511.0,Cash,Kolkata,
T10032,U145,2021-08-15,Income,Investment,45886.0,Bank Transfer,Bangalore,
T10033,U121,2021-08-15,Expense,Rent,6317.0,UPI,Bangalore,
T10034,U023,2021-08-15,Expense,Utilities,4609.0,Other,Kolkata,
T10035,U055,2021-09-15,Income,Others,26949.0,Card,Pune,
T10036,U135,2021-09-15,Expense,Other,6801.0,UPI,Jaipur,
T10037,U124,2021-09-15,Expense,Entertainment,1504.0,Cash,Unknown,
T10038,U149,2021-09-15,Expense,Education,462.0,Cash,Jaipur,
T10039,U044,2021-10-15,Expense,Education,5785.0,Card,Pune,
T10040,U129,2021-10-15,Expense,Rent,49129.0,UPI,Mumbai,
T10041,U044,2021-11-15,Expense,Food,2409.0,Cash,Jaipur,
T10042,U082,2021-12-15,Expense,Savings,6703.0,Bank Transfer,Ahmedabad,
T10043,U139,2021-12-15,Expense,Health,8575.0,Bank Transfer,Unknown,
T10044,U041,2021-12-15,Expense,Rent,1000.0,Card,Unknown,
T10045,U080,2021-12-15,Expense,Entertainment,2556.0,Cash,Jaipur,
T10046,U137,2022-01-15,Expense,Rent,8518.0,Cash,Delhi,
T10047,U087,2022-03-15,Income,Others,29727.0,Cash,Lucknow,
T10048,U048,2022-03-15,Expense,Rent,10003.0,Card,Pune,
T10049,U074,2022-04-15,Expense,Other,5615.0,Card,Chennai,
T10050,U013,2022-04-15,Expense,Education,4457.0,Cash,Unknown,
T10051,U038,2022-04-15,Expense,Rent,3243.0,Card,Lucknow,
T10052,U036,2022-05-15,Expense,Food,181.0,Bank Transfer,Ahmedabad,
T10053,U119,2022-05-15,Expense,Rent,12915.0,Other,Delhi,
T10054,U036,2022-05-15,Expense,Education,6738.0,Cash,Bangalore,
T10055,U032,2022-06-15,Expense,Saving,5195.0,UPI,Lucknow,
T10056,U120,2022-06-15,Expense,Rent,6926.0,Cash,Kolkata,
T10057,U057,2022-06-15,Expense,Traval,2074.0,Bank Transfer,Jaipur,
T10058,U006,2022-06-15,Expense,Utilities,9931.0,Card,Delhi,
T10059,U059,2022-07-15,Expense,Traval,1007.0,Card,Ahmedabad,
T10060,U039,2022-07-15,Expense,Education,1623.0,Bank Transfer,Ahmedabad,
T10061,U127,2022-08-15,Expense,Food,813.0,Cash,Ahmedabad,
T10062,U127,2022-08-15,Expense,Food,5623.0,Bank Transfer,Delhi,
T10063,U087,2022-08-15,Expense,Health,1906.0,Cash,Unknown,
T10064,U024,2022-08-15,Expense,Entertainment,2909.0,UPI,Kolkata,
T10065,U112,2022-09-15,Expense,Health,5682.0,Cash,Ahmedabad,
T10066,U075,2022-09-15,Expense,Traval,7921.0,Cash,Unknown,
T10067,U100,2022-11-15,Income,Salary,71698.0,UPI,Lucknow,
T10068,U086,2022-11-15,Income,Investment,25509.0,Card,Kolkata,
T10069,U003,2022-12-15,Expense,Food,5854.0,UPI,Ahmedabad,
T10070,U060,2022-12-15,Expense,Savings,7849.0,Cash,Chennai,
T10071,U138,2022-12-15,Expense,Travel,3445.0,Cash,Jaipur,
T10072,U012,2023-02-15,Expense,Rent,44237.0,Cash,Hyderabad,
T10073,U072,2023-02-15,Expense,Foodd,2813.0,Cash,Chennai,
T10074,U010,2023-03-15,Expense,Travel,4840.0,UPI,Kolkata,
T10075,U110,2023-04-15,Income,Bonus,54802.0,UPI,Chennai,
T10076,U058,2023-05-15,Expense,Traval,7220.0,Card,Mumbai,
T10077,U044,2023-05-15,Income,Bonus,39718.0,Cash,Kolkata,
T10078,U096,2023-07-15,Income,Freelance,61209.0,Other,Chennai,
T10079,U038,2023-07-15,Expense,Food,3566.0,Cash,Pune,
T10080,U002,2023-08-15,Income,Others,36352.0,Card,Ahmedabad,
T10081,U095,2023-08-15,Expense,Utilities,543.0,Other,Unknown,
T10082,U031,2023-09-15,Expense,Rent,4542.0,Cash,Kolkata,
T10083,U115,2023-09-15,Expense,Foodd,1395.0,Card,Chennai,
T10084,U116,2023-10-15,Expense,Rent,6214.0,Card,Kolkata,
T10085,U065,2023-10-15,Income,Bonus,26660.0,Cash,Kolkata,
T10086,U144,2023-11-15,Expense,Saving,6289.0,Cash,Chennai,
T10087,U118,2023-11-15,Income,Freelance,990020.0,Other,Pune,
T10088,U038,2024-01-15,Expense,Food,5578.0,UPI,Hyderabad,
T10089,U041,2024-01-15,Expense,Rent,20419.0,Cash,Kolkata,
T10090,U100,2024-01-15,Expense,Utilities,7134.0,Card,Hyderabad,
T10091,U073,2024-02-15,Expense,Others,9909.0,Card,Kolkata,
T10092,U064,2024-02-15,Expense,Rent,33913.0,Other,Ahmedabad,
T10093,U144,2024-02-15,Expense,Health,2873.0,Cash,Ahmedabad,
T10094,U137,2024-03-15,Expense,Food,2706.0,Bank Transfer,Chennai,
T10095,U143,2024-04-15,Expense,Travel,5524.0,Bank Transfer,Hyderabad,
T10096,U117,2024-04-15,Expense,Utilities,1904.0,Cash,Mumbai,
T10097,U080,2024-04-15,Expense,Utilities,5230.0,UPI,Ahmedabad,
T10098,U120,2024-04-15,Expense,Entertainment,4777.0,Other,Jaipur,
T10099,U149,2024-05-15,Income,Salary,15451.0,Other,Delhi,
T10100,U126,2024-06-15,Expense,Rent,3197.0,Other,Jaipur,
T10101,U137,2024-07-15,Expense,Saving,5251.0,UPI,Kolkata,
T10102,U084,2024-07-15,Expense,Food,7530.0,Card,Mumbai,
T10103,U113,2024-07-15,Expense,Food,6643.0,Bank Transfer,Delhi,
T10104,U073,2024-08-15,Expense,Others,3718.0,Other,Kolkata,
T10105,U085,2024-08-15,Expense,Food,6796.0,Cash,Pune,
T10106,U084,2024-09-15,Income,Investment,66078.0,Other,Hyderabad,
T10107,U093,2024-09-15,Expense,Food,9138.0,Card,Lucknow,
T10108,U098,2024-09-15,Expense,Travel,6207.0,Cash,Hyderabad,
